Time (sec),A/F Correction #1,A/F Correction #3,A/F Learning #1,A/F Sensor #1 Ratio,AVCS Intake Left,AVCS Intake Right,Closed Loop Fuel Target,Closed/Open Loop Switch,Commanded Fuel Final,Coolant Temperature,Dynamic Advance Multiplier,Engine Speed,Feedback Knock Correction,Hot-Restart Enrichment,Ignition Timing,Inj. #1 Pulse Width {No Latency},Manifold Rel. Pressure,Mass Airflow,Primary Ignition,Sensor Input Monitor Only {Rear O2},Tip-in Enrich. {Last Applied},Wall Wetting Final,Warm-Up Enrichment,Inj. Duty Cycle
273.914,-5.47,-0.78,0.00,13.55,40,39,14.38,Closed,14.99,180,0.5000,2609,0.00,0.0000,45.00,1.294,-7.45,29.21,45.04,13.40,0.0000,0.0000,0.0000,5.01
274.043,-7.03,-0.70,0.00,13.90,39,38,14.39,Closed,15.02,180,0.5000,2610,0.00,0.0000,45.00,1.244,-7.58,28.51,45.04,13.86,0.0000,0.0000,0.0000,5.01
274.173,-9.38,3.05,0.00,14.01,40,39,14.80,Closed,15.05,180,0.5000,2587,0.00,0.0000,45.00,1.191,-7.60,29.10,45.04,14.00,0.0000,0.0000,0.0000,4.97
274.302,-11.72,3.28,0.00,14.24,40,39,14.98,Closed,15.02,180,0.5000,2591,0.00,0.0000,45.00,1.207,-7.51,29.33,45.04,14.41,0.0000,0.0000,0.0000,4.97
274.430,-8.59,3.28,0.00,15.27,40,39,14.98,Closed,15.02,180,0.5000,2590,0.00,0.0000,45.00,1.284,-7.55,28.86,45.04,16.33,0.0000,0.0000,0.0000,4.97
274.559,-2.34,3.28,0.00,16.54,40,39,14.98,Closed,15.03,180,0.5000,2605,0.00,0.0000,45.00,1.345,-7.60,28.98,45.04,16.45,0.0000,0.0000,0.0000,5.00
274.693,1.56,3.28,0.00,16.31,40,38,14.98,Closed,15.04,180,0.5000,2584,0.00,0.0000,45.00,1.397,-7.60,28.87,45.04,15.96,0.0000,0.0000,0.0000,5.51
274.817,3.13,3.28,0.00,15.73,39,38,14.98,Closed,15.04,180,0.5000,2585,0.00,0.0000,45.00,1.415,-7.57,28.98,45.04,15.35,0.0000,0.0000,0.0000,5.51
274.946,4.69,0.86,0.00,15.27,40,39,14.66,Closed,15.02,180,0.5000,2599,0.00,0.0000,45.00,1.439,-7.53,28.98,45.04,15.12,0.0000,0.0000,0.0000,5.54
275.075,6.25,-0.08,0.00,15.04,40,39,14.43,Closed,15.02,180,0.5000,2585,0.00,0.0000,45.00,1.487,-7.48,29.57,45.04,14.97,0.0000,0.0000,0.0000,5.51
275.205,7.81,0.86,0.00,14.93,40,39,14.62,Closed,15.02,180,0.5000,2599,0.00,0.0000,45.00,1.498,-7.51,28.85,45.04,14.91,0.0000,0.0000,0.0000,5.54
275.343,7.03,0.94,0.00,14.59,39,38,14.64,Closed,15.03,180,0.5000,2589,0.00,0.0000,45.00,1.466,-7.54,28.75,45.04,14.47,0.0000,0.0000,0.0000,5.52
275.463,7.03,0.23,0.00,14.59,40,38,14.54,Closed,15.03,180,0.5000,2600,0.00,0.0000,45.00,1.467,-7.53,28.98,45.04,14.24,0.0000,0.0000,0.0000,5.55
275.592,7.03,1.09,0.00,14.59,40,39,14.66,Closed,15.03,180,0.5000,2610,0.00,0.0000,45.00,1.467,-7.54,28.98,45.04,14.48,0.0000,0.0000,0.0000,5.57
275.721,6.25,2.34,0.00,14.59,40,39,14.85,Closed,15.02,180,0.5000,2589,0.00,0.0000,45.00,1.451,-7.53,28.51,45.04,14.54,0.0000,0.0000,0.0000,5.52
275.850,4.69,2.50,0.00,14.59,40,39,14.87,Closed,15.03,180,0.5000,2598,0.00,0.0000,45.00,1.429,-7.54,28.98,45.04,14.57,0.0000,0.0000,0.0000,5.54
275.979,4.69,2.81,0.00,14.70,40,38,14.92,Closed,15.02,180,0.5000,2579,0.00,0.0000,45.00,1.433,-7.54,28.98,45.04,14.75,0.0000,0.0000,0.0000,5.50
276.107,3.91,3.28,0.00,14.81,40,38,14.98,Closed,15.03,180,0.5000,2602,0.00,0.0000,45.00,1.424,-7.53,28.75,45.04,14.76,0.0000,0.0000,0.0000,5.55
276.237,3.91,3.28,0.00,14.81,40,39,14.98,Closed,15.03,180,0.5000,2591,0.00,0.0000,45.00,1.407,-7.55,28.51,45.04,14.71,0.0000,0.0000,0.0000,5.53
276.367,3.91,3.28,0.00,14.93,40,39,14.99,Closed,15.05,180,0.5000,2591,0.00,0.0000,45.00,1.394,-7.60,28.86,45.04,14.80,0.0000,0.0000,0.0000,4.98
276.496,3.13,3.28,0.00,14.93,39,38,14.99,Closed,15.04,180,0.5000,2611,0.00,0.0000,45.00,1.395,-7.61,28.51,45.04,14.89,0.0000,0.0000,0.0000,5.57
276.625,3.13,3.20,0.00,14.93,40,38,14.98,Closed,15.03,180,0.5000,2584,0.00,0.0000,45.00,1.407,-7.57,29.21,45.04,15.01,0.0000,0.0000,0.0000,5.51
276.754,3.13,3.28,0.00,14.93,39,38,14.98,Closed,15.02,180,0.5000,2602,0.00,0.0000,45.00,1.425,-7.51,29.45,45.04,15.19,0.0000,0.0000,0.0000,5.55
276.883,3.13,3.28,0.00,15.04,40,39,14.98,Closed,15.02,180,0.5000,2600,0.00,0.0000,45.00,1.428,-7.53,29.10,45.04,14.95,0.0000,0.0000,0.0000,5.55
277.011,3.13,3.28,0.00,14.93,40,39,14.98,Closed,15.02,180,0.5000,2612,0.00,0.0000,45.00,1.413,-7.55,28.51,45.04,14.61,0.0000,0.0000,0.0000,5.57
277.140,3.13,2.11,0.00,14.93,40,38,14.82,Closed,15.04,180,0.5000,2611,0.00,0.0000,45.00,1.399,-7.60,28.75,45.04,14.80,0.0000,0.0000,0.0000,5.57
277.269,3.13,2.27,0.00,14.93,40,38,14.84,Closed,15.05,180,0.5000,2585,0.00,0.0000,45.00,1.389,-7.64,28.52,45.04,14.87,0.0000,0.0000,0.0000,4.96
277.398,3.13,2.50,0.00,14.81,40,38,14.88,Closed,15.05,180,0.5000,2605,0.00,0.0000,45.00,1.386,-7.61,28.52,45.04,14.71,0.0000,0.0000,0.0000,5.00
277.537,3.13,2.19,0.00,14.81,40,39,14.84,Closed,15.04,180,0.5000,2598,0.00,0.0000,45.00,1.385,-7.60,28.39,45.04,14.84,0.0000,0.0000,0.0000,4.99
277.657,3.13,3.20,0.00,14.93,40,39,14.99,Closed,15.05,180,0.5000,2614,0.00,0.0000,45.00,1.351,-7.72,27.70,45.04,14.70,0.0000,-0.0002,0.0000,5.02
277.785,2.34,3.20,0.00,14.81,40,38,14.99,Closed,15.08,180,0.5000,2621,0.00,0.0000,45.00,1.331,-7.73,28.40,45.04,14.48,0.0000,-0.0002,0.0000,5.03
277.929,2.34,2.42,0.00,14.81,40,38,14.87,Closed,15.05,180,0.5000,2609,0.00,0.0000,45.00,1.358,-7.69,28.51,45.04,14.84,0.0000,0.0000,0.0000,5.01
278.043,3.13,3.20,0.00,14.93,40,38,14.92,Closed,15.05,180,0.5000,2618,0.00,0.0000,45.00,1.371,-7.69,28.05,45.04,15.22,0.0000,0.0000,0.0000,5.03
278.174,3.13,3.20,0.00,15.04,40,39,14.99,Closed,15.08,180,0.5000,2602,0.00,0.0000,45.00,1.337,-7.74,27.94,45.04,14.89,0.0000,-0.0002,0.0000,4.99
278.301,2.34,2.89,0.00,14.81,40,39,14.98,Closed,15.08,180,0.5000,2600,0.00,0.0000,45.00,1.314,-7.80,27.58,45.04,14.63,0.0000,-0.0002,0.0000,4.99
278.430,2.34,2.27,0.00,14.81,39,37,14.83,Closed,15.09,180,0.5000,2629,0.00,0.0000,45.00,1.293,-7.89,27.35,45.04,14.72,0.0000,-0.0003,0.0000,5.05
278.559,2.34,2.42,0.00,14.93,39,37,14.90,Closed,15.09,180,0.5000,2611,0.00,0.0000,45.00,1.299,-7.93,27.36,45.04,14.92,0.0000,-0.0003,0.0000,5.01
278.688,2.34,3.20,0.00,15.04,38,37,15.00,Closed,15.10,180,0.5000,2619,0.00,0.0000,45.00,1.295,-7.98,26.89,45.04,15.08,0.0000,-0.0004,0.0000,5.03
278.817,2.34,3.20,0.00,14.93,38,37,15.00,Closed,15.11,180,0.5000,2608,0.00,0.0000,45.00,1.266,-8.02,26.77,45.04,14.76,0.0000,-0.0003,0.0000,5.01
278.945,1.56,3.05,0.00,14.81,38,37,15.00,Closed,15.11,180,0.5000,2612,0.00,0.0000,45.00,1.255,-8.07,26.89,45.04,14.72,0.0000,-0.0004,0.0000,5.01
279.075,2.34,2.27,0.00,14.93,37,36,14.84,Closed,15.11,180,0.5000,2628,0.00,0.0000,45.00,1.276,-8.08,26.65,45.04,15.15,0.0000,-0.0004,0.0000,5.05
279.204,2.34,3.20,0.00,15.04,37,35,15.01,Closed,15.14,180,0.5000,2610,0.00,0.0000,45.00,1.205,-8.31,25.12,45.04,14.85,0.0000,-0.0006,0.0000,5.01
279.333,1.56,2.81,0.00,14.81,37,35,15.00,Closed,15.15,180,0.5000,2617,0.00,0.0000,45.00,1.199,-8.26,26.90,45.04,14.40,0.0000,-0.0004,0.0000,5.02
279.462,1.56,1.48,0.00,14.81,35,34,14.81,Closed,15.13,180,0.5000,2636,0.00,0.0000,45.00,1.243,-8.27,26.55,45.04,14.75,0.0000,-0.0004,0.0000,5.06
279.591,3.13,3.20,0.00,15.16,36,35,14.87,Closed,15.13,180,0.5000,2620,0.00,0.0000,45.00,1.237,-8.30,26.07,45.04,15.18,0.0000,-0.0004,0.0000,5.03
279.723,2.34,3.20,0.00,14.93,36,35,15.00,Closed,15.16,180,0.5000,2635,0.00,0.0000,45.00,1.164,-8.48,24.64,45.04,14.60,0.0000,-0.0005,0.0000,5.06
279.848,1.56,1.72,0.00,14.70,35,33,14.87,Closed,15.17,180,0.5000,2637,0.00,0.0000,45.00,1.125,-8.58,24.65,45.04,14.58,0.0000,-0.0006,0.0000,4.50
279.977,1.56,1.17,0.00,14.70,34,32,14.76,Closed,15.18,180,0.5000,2612,0.00,0.0000,45.00,1.121,-8.68,24.29,45.04,14.73,0.0000,-0.0007,0.0000,4.46
280.106,2.34,2.66,0.00,14.93,33,31,14.90,Closed,15.19,180,0.5000,2646,0.00,0.0000,45.00,1.100,-8.78,23.70,45.04,14.89,0.0000,-0.0007,0.0000,4.52
280.235,2.34,3.13,0.00,14.93,32,31,14.98,Closed,15.20,180,0.5000,2637,0.00,0.0000,45.00,1.077,-8.86,23.82,45.04,14.64,0.0000,-0.0006,0.0000,4.50
280.378,1.56,2.42,0.00,14.81,32,31,14.96,Closed,15.20,180,0.5000,2625,0.00,0.0000,45.00,1.074,-8.90,23.82,45.04,14.78,0.0000,-0.0006,0.0000,4.48
280.494,1.56,2.66,0.00,14.93,31,30,14.86,Closed,15.20,180,0.5000,2636,0.00,0.0000,45.00,1.071,-8.93,24.06,45.04,14.85,0.0000,-0.0005,0.0000,4.50
280.624,1.56,3.20,0.00,14.93,31,29,14.98,Closed,15.20,180,0.5000,2634,0.00,0.0000,45.00,1.068,-8.94,23.10,45.04,15.05,0.0000,-0.0005,0.0000,4.49
280.752,1.56,3.13,0.00,14.93,32,29,14.98,Closed,15.22,180,0.5000,2613,0.00,0.0000,45.00,1.029,-9.03,22.99,45.04,14.80,0.0000,-0.0005,0.0000,4.46
280.881,0.78,2.73,0.00,14.81,31,29,14.97,Closed,15.23,180,0.5000,2633,0.00,0.0000,45.00,1.011,-9.06,23.11,45.04,14.60,0.0000,-0.0005,0.0000,4.49
281.010,0.78,2.27,0.00,14.93,30,29,14.78,Closed,15.22,180,0.5000,2637,0.00,0.0000,45.00,1.024,-9.07,22.75,45.04,14.80,0.0000,-0.0004,0.0000,4.50
281.139,1.56,3.13,0.00,15.04,30,29,14.93,Closed,15.23,180,0.5000,2613,0.00,0.0000,45.00,1.037,-9.07,23.11,45.04,15.12,0.0000,-0.0003,0.0000,4.46
281.268,1.56,3.13,0.00,15.04,30,29,14.97,Closed,15.21,180,0.5000,2634,0.00,0.0000,45.00,1.035,-9.06,23.35,45.04,14.95,0.0000,-0.0002,0.0000,4.50
281.402,2.34,3.13,0.00,15.04,31,28,14.98,Closed,15.21,180,0.5000,2615,0.00,0.0000,45.00,1.049,-9.06,22.99,45.04,14.95,0.0000,-0.0002,0.0000,4.46
281.526,2.34,3.13,0.00,15.04,31,29,14.98,Closed,15.22,180,0.5000,2618,0.00,0.0000,45.00,1.041,-9.06,23.11,45.04,14.92,0.0000,-0.0002,0.0000,4.47
281.661,1.56,2.19,0.00,14.93,31,29,14.89,Closed,15.22,180,0.5000,2640,0.00,0.0000,45.00,1.039,-9.05,22.87,45.04,14.87,0.0000,-0.0001,0.0000,4.50
281.784,2.34,2.42,0.00,14.93,31,30,14.85,Closed,15.22,180,0.5000,2610,0.00,0.0000,45.00,1.042,-9.05,23.23,45.04,14.86,0.0000,0.0000,0.0000,4.45
281.913,2.34,2.50,0.00,14.93,30,29,14.97,Closed,15.20,180,0.5000,2614,0.00,0.0000,45.00,1.050,-9.07,23.47,45.04,14.97,0.0000,0.0000,0.0000,4.46
282.043,2.34,3.05,0.00,14.93,31,29,14.98,Closed,15.20,180,0.5000,2629,0.00,0.0000,45.00,1.050,-9.06,23.23,45.04,14.90,0.0000,0.0000,0.0000,4.49
282.171,1.56,2.66,0.00,14.93,31,29,14.98,Closed,15.21,180,0.5000,2604,0.00,0.0000,45.00,1.045,-9.05,22.86,45.04,14.82,0.0000,0.0000,0.0000,4.44
282.303,1.56,2.34,0.00,14.81,31,29,14.86,Closed,15.21,180,0.5000,2629,0.00,0.0000,45.00,1.036,-9.06,22.99,45.04,14.72,0.0000,0.0000,0.0000,4.49
282.428,2.34,2.03,0.00,14.93,31,29,14.83,Closed,15.21,180,0.5000,2624,0.00,0.0000,45.00,1.043,-9.03,22.99,45.04,14.94,0.0000,0.0000,0.0000,4.48
282.558,2.34,3.13,0.00,14.93,31,30,14.97,Closed,15.20,180,0.5000,2605,0.00,0.0000,45.00,1.050,-9.02,22.89,45.04,14.94,0.0000,0.0000,0.0000,4.45
282.687,2.34,3.13,0.00,14.93,31,29,14.98,Closed,15.21,180,0.5000,2630,0.00,0.0000,45.00,1.039,-9.03,22.86,45.04,14.78,0.0000,0.0000,0.0000,4.49
282.816,2.34,2.58,0.00,14.93,31,29,14.98,Closed,15.21,180,0.5000,2609,0.00,0.0000,45.00,1.034,-9.07,22.75,45.04,14.87,0.0000,0.0000,0.0000,4.45
282.944,2.34,3.05,0.00,14.93,31,29,14.97,Closed,15.22,180,0.5000,2615,0.00,0.0000,45.00,1.040,-9.03,23.46,45.04,14.73,0.0000,0.0000,0.0000,4.46
283.074,2.34,2.97,0.00,14.93,31,30,14.95,Closed,15.21,180,0.5000,2618,0.00,0.0000,45.00,1.055,-8.97,23.34,45.04,14.95,0.0000,0.0000,0.0000,4.47
283.202,2.34,3.13,0.00,15.04,31,30,14.98,Closed,15.20,180,0.5000,2607,0.00,0.0000,45.00,1.074,-8.93,23.44,45.04,14.92,0.0000,0.0000,0.0000,4.45
283.332,2.34,3.13,0.00,14.93,32,30,14.98,Closed,15.20,180,0.5000,2615,0.00,0.0000,45.00,1.086,-8.93,23.94,45.04,15.06,0.0000,0.0005,0.0000,4.46
283.462,2.34,3.20,0.00,15.04,32,30,14.98,Closed,15.19,180,0.5000,2595,0.00,0.0000,45.00,1.089,-8.89,23.94,45.04,14.76,0.0000,0.0005,0.0000,4.43
283.591,2.34,2.58,0.00,14.93,32,30,14.90,Closed,15.20,180,0.5000,2609,0.00,0.0000,45.00,1.084,-8.90,23.82,45.04,14.76,0.0000,0.0000,0.0000,4.45
283.720,2.34,1.95,0.00,14.93,32,31,14.81,Closed,15.20,180,0.5000,2606,0.00,0.0000,45.00,1.083,-8.89,23.33,45.04,14.83,0.0000,0.0000,0.0000,4.45
283.849,2.34,2.42,0.00,14.93,33,31,14.88,Closed,15.20,180,0.5000,2592,0.00,0.0000,45.00,1.081,-8.86,23.82,45.04,14.82,0.0000,0.0000,0.0000,4.42
283.978,2.34,3.20,0.00,14.93,32,31,14.99,Closed,15.18,180,0.5000,2612,0.00,0.0000,45.00,1.101,-8.80,24.53,45.04,14.83,0.0000,0.0009,0.0000,4.46
284.107,2.34,3.20,0.00,15.04,33,31,14.99,Closed,15.17,180,0.5000,2604,0.00,0.0000,45.00,1.133,-8.72,24.77,45.04,14.85,0.0000,0.0010,0.0000,4.44
284.240,2.34,3.20,0.00,15.04,33,31,14.99,Closed,15.16,180,0.5000,2593,0.00,0.0000,45.00,1.148,-8.65,24.88,45.04,15.00,0.0000,0.0012,0.0000,4.98
284.365,2.34,3.20,0.00,15.04,34,33,15.00,Closed,15.15,180,0.5000,2612,0.00,0.0000,45.00,1.161,-8.59,25.12,45.04,14.83,0.0000,0.0013,0.0000,5.02
284.494,2.34,2.34,0.00,14.93,34,33,14.87,Closed,15.14,180,0.5000,2591,0.00,0.0000,45.00,1.162,-8.55,25.00,45.04,14.79,0.0000,0.0012,0.0000,4.97
284.632,2.34,2.27,0.00,14.93,35,33,14.87,Closed,15.14,180,0.5000,2603,0.00,0.0000,45.00,1.168,-8.55,24.88,45.04,14.85,0.0000,0.0011,0.0000,5.00
284.752,2.34,2.50,0.00,14.93,35,33,14.89,Closed,15.15,180,0.5000,2594,0.00,0.0000,45.00,1.161,-8.56,25.12,45.04,14.76,0.0000,0.0009,0.0000,4.98
284.882,1.56,2.73,0.00,14.81,35,32,14.94,Closed,15.15,180,0.5000,2584,0.00,0.0000,45.00,1.161,-8.55,24.88,45.04,14.66,0.0000,0.0009,0.0000,4.96
285.011,2.34,2.50,0.00,14.93,35,33,14.90,Closed,15.15,180,0.5000,2605,0.00,0.0000,45.00,1.168,-8.52,25.24,45.04,14.94,0.0000,0.0008,0.0000,5.00
285.140,2.34,3.20,0.00,15.04,35,34,15.00,Closed,15.16,180,0.5000,2589,0.00,0.0000,45.00,1.186,-8.45,25.96,45.04,14.94,0.0000,0.0011,0.0000,4.97
285.275,2.34,2.89,0.00,14.93,35,34,14.96,Closed,15.11,180,0.5000,2608,0.00,0.0000,45.00,1.240,-8.29,26.78,45.04,14.90,0.0000,0.0019,0.0000,5.01
285.398,2.34,3.20,0.00,15.04,36,34,15.01,Closed,15.08,180,0.5000,2590,0.00,0.0000,45.00,1.288,-8.15,27.24,45.04,15.14,0.0000,0.0021,0.0000,4.97
285.527,3.91,3.20,0.00,15.27,37,35,15.00,Closed,15.07,180,0.5000,2593,0.00,0.0000,45.00,1.249,-8.34,22.59,45.04,15.13,0.0000,0.0000,0.0000,4.98
285.657,3.13,3.13,0.00,15.04,37,36,14.99,Closed,15.24,180,0.5000,2599,0.00,0.0000,43.00,0.898,-9.32,15.04,41.42,14.79,0.0000,-0.0405,0.0000,4.44
285.786,1.56,-0.47,0.00,14.13,20,10,14.70,Closed,15.61,180,0.5000,2583,0.00,0.0000,38.00,0.630,-10.52,12.11,36.15,13.76,0.0000,-0.0027,0.0000,3.31
285.916,0.78,-0.70,0.00,14.24,0,0,14.42,Closed,14.73,180,0.5000,2578,0.00,0.0000,32.50,0.497,-10.86,11.04,30.89,14.00,0.0000,-0.0027,0.0000,3.30
286.045,0.00,-0.70,0.00,14.01,0,0,14.43,Open,14.63,180,0.5000,2483,0.00,0.0000,27.00,0.428,-10.99,10.28,28.26,13.71,0.0000,-0.0023,0.0000,3.18
286.173,0.00,-0.70,0.00,13.44,0,0,14.44,Open,14.59,180,0.5000,2388,0.00,0.0000,32.50,1.769,-5.52,63.75,30.90,13.45,0.0000,0.2057,0.0000,6.11
286.314,0.00,-0.70,0.00,14.36,5,5,14.37,Open,12.41,180,0.5000,2261,0.00,0.0000,16.00,3.313,-1.24,57.14,13.30,17.84,0.0000,0.0350,0.0000,8.20
286.432,0.00,-0.70,0.00,16.31,13,11,14.29,Open,13.91,180,0.5000,2405,0.00,0.0000,12.00,2.591,-4.36,28.00,26.02,16.60,0.0000,-0.0827,0.0000,7.18
286.569,0.00,-0.70,0.00,16.77,18,14,14.33,Open,15.70,180,0.5000,2700,0.00,0.0000,12.50,1.137,-8.86,13.33,40.76,12.99,0.0000,-0.0413,0.0000,4.61
286.692,0.00,-0.70,0.00,14.59,1,0,14.38,Open,15.12,180,0.5000,2735,0.00,0.0000,10.00,0.633,-10.21,12.86,35.50,11.81,0.0000,-0.0036,0.0000,3.50
286.821,0.00,-0.70,0.00,13.32,0,0,14.41,Open,14.56,180,0.5000,2813,0.00,0.0000,7.50,0.482,-10.70,12.65,30.23,12.06,0.0000,-0.0034,0.0000,3.60
286.951,0.00,-0.70,0.00,12.63,0,0,14.42,Open,14.57,180,0.5000,3194,0.00,0.0000,3.50,0.407,-10.81,12.86,24.64,12.43,0.0000,-0.0028,0.0000,4.09
287.081,-0.78,2.73,0.00,12.86,1,0,14.84,Closed,14.59,180,0.5000,3393,0.00,0.0000,2.00,0.383,-10.59,14.88,23.95,13.26,0.0000,-0.0020,0.0000,4.34
287.220,-3.13,2.89,0.00,14.01,1,0,14.94,Closed,14.56,180,0.5000,3293,0.00,0.0000,0.50,0.447,-10.52,15.46,23.95,14.35,0.0000,-0.0014,0.0000,4.21
287.341,-4.69,2.89,0.00,14.24,1,1,14.93,Closed,14.53,180,0.5000,3270,0.00,0.0000,0.00,0.451,-10.52,15.04,23.95,13.82,0.0000,-0.0012,0.0000,4.19
287.472,-4.69,2.89,0.00,14.13,1,0,14.93,Closed,14.52,180,0.5000,3333,0.00,0.0000,24.00,0.433,-10.61,15.13,23.95,14.70,0.0000,-0.0012,0.0000,4.27
287.601,-6.25,2.89,0.00,14.59,1,1,14.93,Closed,14.53,180,0.5000,3227,0.00,0.0000,24.00,0.441,-10.61,15.21,23.95,14.03,0.0000,-0.0010,0.0000,4.13
287.731,-6.25,2.89,0.00,14.24,1,0,14.93,Closed,14.52,180,0.5000,3298,0.00,0.0000,24.00,0.428,-10.68,14.71,23.95,14.17,0.0000,-0.0008,0.0000,4.22
287.861,-6.25,1.80,0.00,14.36,1,1,14.79,Closed,14.52,180,0.5000,3257,0.00,0.0000,24.00,0.422,-10.67,14.71,23.95,14.09,0.0000,-0.0006,0.0000,4.17
287.991,-6.25,1.88,0.00,14.13,1,0,14.81,Closed,14.52,180,0.5000,3235,0.00,0.0000,24.00,0.425,-10.67,14.63,23.95,14.15,0.0000,-0.0005,0.0000,4.14
288.121,-7.03,2.81,0.00,14.36,1,1,14.85,Closed,14.52,180,0.5000,3249,0.00,0.0000,24.00,0.417,-10.67,14.63,23.95,14.09,0.0000,-0.0004,0.0000,4.16
288.252,-7.03,2.81,0.00,14.13,1,0,14.93,Closed,14.52,180,0.5000,3216,0.00,0.0000,24.00,0.413,-10.67,14.46,23.95,14.11,0.0000,-0.0004,0.0000,4.12
288.380,-7.81,2.81,0.00,14.24,2,1,14.92,Closed,14.53,180,0.5000,3179,0.00,0.0000,24.00,0.388,-10.73,13.80,23.95,13.91,0.0000,-0.0004,0.0000,4.07
288.509,-8.59,2.81,0.00,14.36,2,0,14.92,Closed,14.53,180,0.5000,3174,0.00,0.0000,25.50,0.380,-10.71,14.21,26.58,14.25,0.0000,-0.0002,0.0000,3.39
288.638,-8.59,2.81,0.00,14.59,3,2,14.94,Closed,14.52,180,0.5000,3171,0.00,0.0000,30.50,0.438,-10.51,17.23,31.84,14.40,0.0000,0.0011,0.0000,4.06
288.767,-9.38,3.05,0.00,14.59,6,4,14.92,Closed,14.43,180,0.5000,3193,0.00,0.0000,36.00,0.651,-9.94,21.42,37.44,14.48,0.0000,0.0030,0.0000,4.77
288.895,-7.03,3.13,0.00,15.27,10,7,14.86,Closed,14.36,180,0.5000,3176,0.00,0.0000,41.50,0.760,-9.75,21.50,42.37,15.72,0.0000,0.0032,0.0000,4.74
289.025,-3.13,3.13,0.00,15.85,14,12,14.86,Closed,14.36,180,0.5000,3180,0.00,0.0000,45.00,0.802,-9.70,21.68,45.04,16.03,0.0000,0.0026,0.0000,4.75
289.155,-2.34,3.13,0.00,15.50,15,13,14.87,Closed,14.37,180,0.5000,3156,0.00,0.0000,45.00,0.813,-9.69,21.97,45.04,15.02,0.0000,0.0025,0.0000,4.71
289.285,-3.91,1.56,0.00,14.81,15,14,14.65,Closed,14.38,180,0.5000,3132,0.00,0.0000,45.00,0.826,-9.63,22.63,45.04,14.71,0.0000,0.0023,0.0000,4.68
289.414,-1.56,-0.63,0.00,14.81,16,14,14.32,Closed,14.38,180,0.5000,3142,0.00,0.0000,45.00,0.878,-9.53,23.20,45.04,14.48,0.0000,0.0024,0.0000,5.36
289.542,0.00,1.41,0.00,15.04,16,14,14.63,Closed,14.59,180,0.5000,3152,0.00,0.0000,45.00,0.939,-9.35,24.88,45.04,14.94,0.0000,0.0029,0.0000,5.38
289.671,0.00,3.20,0.00,14.93,18,16,14.91,Closed,14.82,180,0.5000,3158,0.00,0.0000,45.00,0.972,-9.18,26.21,45.04,14.79,0.0000,0.0030,0.0000,5.39
289.812,0.78,2.73,0.00,15.04,19,17,14.86,Closed,14.94,180,0.5000,3127,0.00,0.0000,45.00,1.026,-9.06,26.68,45.04,15.04,0.0000,0.0031,0.0000,5.34
289.930,0.78,3.20,0.00,15.04,20,20,14.94,Closed,14.99,180,0.5000,3130,0.00,0.0000,45.00,1.046,-9.03,26.44,45.04,14.97,0.0000,0.0026,0.0000,5.34
290.060,1.56,2.81,0.00,14.93,23,21,14.88,Closed,15.02,180,0.5000,3151,0.00,0.0000,45.00,1.020,-9.00,27.03,45.04,14.73,0.0000,0.0025,0.0000,5.38
290.192,0.00,2.50,0.00,14.70,22,20,14.83,Closed,15.00,180,0.5000,3150,0.00,0.0000,45.00,1.063,-8.87,27.83,45.01,14.53,0.0000,0.0027,0.0000,5.38
290.320,0.78,1.80,0.00,14.93,24,22,14.73,Closed,14.99,180,0.5000,3150,0.00,0.0000,45.00,1.112,-8.74,28.43,44.97,14.60,0.0000,0.0026,0.0000,5.38
290.451,1.56,3.05,0.00,14.93,26,24,14.92,Closed,15.01,180,0.5000,3126,0.00,0.0000,45.00,1.102,-8.68,27.96,44.97,14.55,0.0000,0.0023,0.0000,5.33
290.580,-0.78,3.05,0.00,14.59,26,25,14.92,Closed,15.01,180,0.5000,3127,0.00,0.0000,45.00,1.065,-8.73,27.25,45.01,14.40,0.0000,0.0017,0.0000,5.34
290.711,-1.56,1.88,0.00,14.47,26,24,14.75,Closed,15.02,180,0.5000,3143,0.00,0.0000,45.00,1.051,-8.77,27.73,45.01,14.17,0.0000,0.0012,0.0000,5.36
290.840,-0.78,2.50,0.00,14.81,24,23,14.76,Closed,15.02,180,0.5000,3153,0.00,0.0000,45.00,1.039,-8.89,25.93,45.04,14.68,0.0000,0.0000,0.0000,5.38
290.969,0.00,3.20,0.00,14.93,24,23,14.93,Closed,15.08,180,0.5000,3139,0.00,0.0000,45.00,0.928,-9.21,23.83,45.04,14.71,0.0000,-0.0004,0.0000,5.36
291.100,-1.56,3.13,0.00,14.59,22,20,14.90,Closed,15.11,180,0.5000,3122,0.00,0.0000,45.00,0.873,-9.34,23.94,45.04,14.47,0.0000,-0.0004,0.0000,4.66
291.230,-0.78,2.27,0.00,14.81,19,17,14.79,Closed,15.11,180,0.5000,3121,0.00,0.0000,45.00,0.889,-9.38,24.31,45.04,14.72,0.0000,-0.0004,0.0000,5.33
291.363,0.00,3.20,0.00,15.16,18,17,14.91,Closed,15.11,180,0.5000,3131,0.00,0.0000,45.00,0.915,-9.40,24.07,45.04,15.16,0.0000,-0.0003,0.0000,5.34
291.490,0.78,3.20,0.00,15.16,18,16,14.90,Closed,15.12,180,0.5000,3141,0.00,0.0000,45.00,0.918,-9.38,23.95,45.04,15.08,0.0000,-0.0002,0.0000,5.36
